Mod:Item:MetaData, Localized Name
pixelmon:sail_fossil, 鳍之化石
pixelmon:covered_fossil_0, 布满灰尘的化石
pixelmon:covered_fossil_1, 布满灰尘的化石
pixelmon:covered_fossil_2, 布满灰尘的化石
pixelmon:covered_fossil_3, 布满灰尘的化石
pixelmon:covered_fossil_4, 布满灰尘的化石
pixelmon:covered_fossil_5, 布满灰尘的化石
pixelmon:covered_fossil_6, 布满灰尘的化石
pixelmon:covered_fossil_7, 布满灰尘的化石
pixelmon:covered_fossil_8, 布满灰尘的化石
pixelmon:covered_fossil_9, 布满灰尘的化石
pixelmon:covered_fossil_10, 布满灰尘的化石
pixelmon:fossil_machine_tank, 化石复活机
pixelmon:fossil_machine_display, 化石复活机显示器
pixelmon:fossil_machine_top, 化石复活机机盖
pixelmon:fossil_machine_base, 化石复活机机座
pixelmon:poke_ball, 精灵球
pixelmon:great_ball, 超级球
pixelmon:ultra_ball, 高级球
pixelmon:master_ball, 大师球
pixelmon:level_ball, 等级球
pixelmon:moon_ball, 月亮球
pixelmon:friend_ball, 友友球
pixelmon:love_ball, 甜蜜球
pixelmon:safari_ball, 狩猎球
pixelmon:heavy_ball, 沉重球
pixelmon:fast_ball, 速度球
pixelmon:repeat_ball, 重复球
pixelmon:timer_ball, 计时球
pixelmon:nest_ball, 巢穴球
pixelmon:net_ball, 捕网球
pixelmon:dive_ball, 潜水球
pixelmon:luxury_ball, 豪华球
pixelmon:heal_ball, 治愈球
pixelmon:dusk_ball, 黑暗球
pixelmon:premier_ball, 纪念球
pixelmon:sport_ball, 竞赛球
pixelmon:quick_ball, 先机球
pixelmon:lure_ball, 诱饵球
pixelmon:park_ball, 公园球
pixelmon:cherish_ball, 贵重球
pixelmon:gs_ball, GS球
pixelmon:beast_ball, 究极球
pixelmon:poke_ball_lid, 精灵球球盖
pixelmon:great_ball_lid, 超级球球盖
pixelmon:ultra_ball_lid, 高级球球盖
pixelmon:level_ball_lid, 等级球球盖
pixelmon:moon_ball_lid, 月亮球球盖
pixelmon:friend_ball_lid, 友友球球盖
pixelmon:love_ball_lid, 甜蜜球球盖
pixelmon:safari_ball_lid, 狩猎球球盖
pixelmon:heavy_ball_lid, 沉重球球盖
pixelmon:fast_ball_lid, 速度球球盖
pixelmon:repeat_ball_lid, 重复球球盖
pixelmon:timer_ball_lid, 计时球球盖
pixelmon:nest_ball_lid, 巢穴球球盖
pixelmon:net_ball_lid, 捕网球球盖
pixelmon:dive_ball_lid, 潜水球球盖
pixelmon:luxury_ball_lid, 豪华球球盖
pixelmon:heal_ball_lid, 治愈球球盖
pixelmon:dusk_ball_lid, 黑暗球球盖
pixelmon:premier_ball_lid, 首席球球盖
pixelmon:sport_ball_lid, 竞赛球球盖
pixelmon:quick_ball_lid, 先机球球盖
pixelmon:lure_ball_lid, 诱饵球球盖
pixelmon:poke_ball_disc, 精灵球球盖 - 未成形
pixelmon:great_ball_disc, 超级球球盖 - 未成形
pixelmon:ultra_ball_disc, 高级球球盖 - 未成形
pixelmon:level_ball_disc, 等级球球盖 - 未成形
pixelmon:moon_ball_disc, 月亮球球盖 - 未成形
pixelmon:friend_ball_disc, 友友球球盖 - 未成形
pixelmon:love_ball_disc, 甜蜜球球盖 - 未成形
pixelmon:safari_ball_disc, 狩猎球球盖 - 未成形
pixelmon:heavy_ball_disc, 沉重球球盖 - 未成形
pixelmon:fast_ball_disc, 速度球球盖 - 未成形
pixelmon:repeat_ball_disc, 重复球球盖 - 未成形
pixelmon:timer_ball_disc, 计时球球盖 - 未成形
pixelmon:nest_ball_disc, 巢穴球球盖 - 未成形
pixelmon:net_ball_disc, 捕网球球盖 - 未成形
pixelmon:dive_ball_disc, 潜水球球盖 - 未成形
pixelmon:luxury_ball_disc, 豪华球球盖 - 未成形
pixelmon:heal_ball_disc, 治愈球球盖 - 未成形
pixelmon:dusk_ball_disc, 黑暗球球盖 - 未成形
pixelmon:premier_ball_disc, 首席球球盖 - 未成形
pixelmon:sport_ball_disc, 竞赛球球盖 - 未成形
pixelmon:quick_ball_disc, 先机球球盖 - 未成形
pixelmon:lure_ball_disc, 诱饵球球盖 - 未成形
pixelmon:iron_disc, 精灵球球座 - 未成形
pixelmon:iron_base, 精灵球球座
pixelmon:aluminum_disc, 铝制精灵球球座 - 未成形
pixelmon:aluminum_base, 铝制精灵球球座
pixelmon:black_apricorn, 黑球果
pixelmon:white_apricorn, 白球果
pixelmon:pink_apricorn, 粉球果
pixelmon:green_apricorn, 绿球果
pixelmon:blue_apricorn, 蓝球果
pixelmon:yellow_apricorn, 黄球果
pixelmon:red_apricorn, 红球果
pixelmon:cooked_black_apricorn, 熟的黑球果
pixelmon:cooked_white_apricorn, 熟的白球果
pixelmon:cooked_pink_apricorn, 熟的粉球果
pixelmon:cooked_green_apricorn, 熟的绿球果
pixelmon:cooked_blue_apricorn, 熟的蓝球果
pixelmon:cooked_yellow_apricorn, 熟的黄球果
pixelmon:cooked_red_apricorn, 熟的红球果
pixelmon:blackbadgecase, 黑色徽章盒
pixelmon:whitebadgecase, 白色徽章盒
pixelmon:pinkbadgecase, 粉色徽章盒
pixelmon:greenbadgecase, 绿色徽章盒
pixelmon:bluebadgecase, 蓝色徽章盒
pixelmon:yellowbadgecase, 黄色徽章盒
pixelmon:redbadgecase, 红色徽章盒
pixelmon:tm1, 招式学习器01 - 磨爪
pixelmon:tm2, 招式学习器02 - 龙爪
pixelmon:tm3, 招式学习器03 - 精神冲击
pixelmon:tm4, 招式学习器04 - 冥想
pixelmon:tm5, 招式学习器05 - 吼叫
pixelmon:tm6, 招式学习器06 - 剧毒
pixelmon:tm7, 招式学习器07 - 冰雹
pixelmon:tm8, 招式学习器08 - 健美
pixelmon:tm9, 招式学习器09 - 毒液冲击
pixelmon:tm10, 招式学习器10 - 觉醒力量
pixelmon:tm11, 招式学习器11 - 大晴天
pixelmon:tm12, 招式学习器12 - 挑衅
pixelmon:tm13, 招式学习器13 - 冰冻光束
pixelmon:tm14, 招式学习器14 - 暴风雪
pixelmon:tm15, 招式学习器15 - 破坏光线
pixelmon:tm16, 招式学习器16 - 光墙
pixelmon:tm17, 招式学习器17 - 守住
pixelmon:tm18, 招式学习器18 - 求雨
pixelmon:tm19, 招式学习器19 - 意念移物
pixelmon:tm20, 招式学习器20 - 神秘护身
pixelmon:tm21, 招式学习器21 - 迁怒
pixelmon:tm22, 招式学习器22 - 日光束
pixelmon:tm23, 招式学习器23 - 击落
pixelmon:tm24, 招式学习器24 - 十万伏特
pixelmon:tm25, 招式学习器25 - 打雷
pixelmon:tm26, 招式学习器26 - 地震
pixelmon:tm27, 招式学习器27 - 报恩
pixelmon:tm28, 招式学习器28 - 挖洞
pixelmon:tm29, 招式学习器29 - 精神强念
pixelmon:tm30, 招式学习器30 - 暗影球
pixelmon:tm31, 招式学习器31 - 劈瓦
pixelmon:tm32, 招式学习器32 - 影子分身
pixelmon:tm33, 招式学习器33 - 反射壁
pixelmon:tm34, 招式学习器34 - 污泥波
pixelmon:tm35, 招式学习器35 - 喷射火焰
pixelmon:tm36, 招式学习器36 - 污泥炸弹
pixelmon:tm37, 招式学习器37 - 沙暴
pixelmon:tm38, 招式学习器38 - 大字爆炎
pixelmon:tm39, 招式学习器39 - 岩石封锁
pixelmon:tm40, 招式学习器40 - 燕返
pixelmon:tm41, 招式学习器41 - 无理取闹
pixelmon:tm42, 招式学习器42 - 硬撑
pixelmon:tm43, 招式学习器43 - 蓄能焰袭
pixelmon:tm44, 招式学习器44 - 睡觉
pixelmon:tm45, 招式学习器45 - 迷人
pixelmon:tm46, 招式学习器46 - 小偷
pixelmon:tm47, 招式学习器47 - 下盘踢
pixelmon:tm48, 招式学习器48 - 轮唱
pixelmon:tm49, 招式学习器49 - 回声
pixelmon:tm50, 招式学习器50 - 过热
pixelmon:tm51, 招式学习器51 - 交换场地
pixelmon:tm52, 招式学习器52 - 真气弹
pixelmon:tm53, 招式学习器53 - 能量球
pixelmon:tm54, 招式学习器54 - 点到为止
pixelmon:tm55, 招式学习器55 - 热水
pixelmon:tm56, 招式学习器56 - 投掷
pixelmon:tm57, 招式学习器57 - 充电光束
pixelmon:tm58, 招式学习器58 - 自由落体
pixelmon:tm59, 招式学习器59 - 烧尽
pixelmon:tm60, 招式学习器60 - 延后
pixelmon:tm61, 招式学习器61 - 鬼火
pixelmon:tm62, 招式学习器62 - 杂技
pixelmon:tm63, 招式学习器63 - 查封
pixelmon:tm64, 招式学习器64 - 大爆炸
pixelmon:tm65, 招式学习器65 - 暗影爪
pixelmon:tm66, 招式学习器66 - 以牙还牙
pixelmon:tm67, 招式学习器67 - 报仇
pixelmon:tm68, 招式学习器68 - 终极冲击
pixelmon:tm69, 招式学习器69 - 岩石打磨
pixelmon:tm70, 招式学习器70 - 闪光
pixelmon:tm71, 招式学习器71 - 尖石攻击
pixelmon:tm72, 招式学习器72 - 伏特替换
pixelmon:tm73, 招式学习器73 - 电磁波
pixelmon:tm74, 招式学习器74 - 陀螺球
pixelmon:tm75, 招式学习器75 - 剑舞
pixelmon:tm76, 招式学习器76 - 虫之抵抗
pixelmon:tm77, 招式学习器77 - 自我暗示
pixelmon:tm78, 招式学习器78 - 重踏
pixelmon:tm79, 招式学习器79 - 冰息
pixelmon:tm80, 招式学习器80 - 岩崩
pixelmon:tm81, 招式学习器81 - 十字剪
pixelmon:tm82, 招式学习器82 - 龙尾
pixelmon:tm83, 招式学习器83 - 自我激励
pixelmon:tm84, 招式学习器84 - 毒击
pixelmon:tm85, 招式学习器85 - 食梦
pixelmon:tm86, 招式学习器86 - 打草结
pixelmon:tm87, 招式学习器87 - 虚张声势
pixelmon:tm88, 招式学习器88 - 啄食
pixelmon:tm89, 招式学习器89 - 急速折返
pixelmon:tm90, 招式学习器90 - 替身
pixelmon:tm91, 招式学习器91 - 加农光炮
pixelmon:tm92, 招式学习器92 - 戏法空间
pixelmon:tm93, 招式学习器93 - 疯狂伏特
pixelmon:tm94, 招式学习器94 - 碎岩
pixelmon:tm95, 招式学习器95 - 大声咆哮
pixelmon:tm96, 招式学习器96 - 百万吨重拳
pixelmon:tm97, 招式学习器97 - 旋风刀
pixelmon:tm98, 招式学习器98 - 吹飞
pixelmon:tm99, 招式学习器99 - 百万吨重踢
pixelmon:tm100, 招式学习器100 - 角钻
pixelmon:tm101, 招式学习器101 - 泰山压顶
pixelmon:tm102, 招式学习器102 - 猛撞
pixelmon:tm103, 招式学习器103 - 舍身冲撞
pixelmon:tm104, 招式学习器104 - 泡沫光线
pixelmon:tm105, 招式学习器105 - 水枪
pixelmon:tm106, 招式学习器106 - 聚宝功
pixelmon:tm107, 招式学习器107 - 地狱翻滚
pixelmon:tm108, 招式学习器108 - 双倍奉还
pixelmon:tm109, 招式学习器109 - 地球上投
pixelmon:tm110, 招式学习器110 - 愤怒
pixelmon:tm111, 招式学习器111 - 超级吸取
pixelmon:tm112, 招式学习器112 - 龙之怒
pixelmon:tm113, 招式学习器113 - 地裂
pixelmon:tm114, 招式学习器114 - 瞬间移动
pixelmon:tm115, 招式学习器115 - 模仿
pixelmon:tm116, 招式学习器116 - 挺住
pixelmon:tm117, 招式学习器117 - 挥指
pixelmon:tm118, 招式学习器118 - 自爆
pixelmon:tm119, 招式学习器119 - 炸蛋
pixelmon:tm120, 招式学习器120 - 高速星星
pixelmon:tm121, 招式学习器121 - 火箭头锤
pixelmon:tm122, 招式学习器122 - 生蛋
pixelmon:tm123, 招式学习器123 - 神鸟猛击
pixelmon:tm124, 招式学习器124 - 精神波
pixelmon:tm125, 招式学习器125 - 三角攻击
pixelmon:tm126, 招式学习器126 - 爆裂拳
pixelmon:tm127, 招式学习器127 - 头槌
pixelmon:tm128, 招式学习器128 - 幸运咒语
pixelmon:tm129, 招式学习器129 - 滚动
pixelmon:tm130, 招式学习器130 - 电磁炮
pixelmon:tm131, 招式学习器131 - 甜甜香气
pixelmon:tm132, 招式学习器132 - 打鼾
pixelmon:tm133, 招式学习器133 - 冰冻之风
pixelmon:tm134, 招式学习器134 - 终极吸取
pixelmon:tm135, 招式学习器135 - 忍耐
pixelmon:tm136, 招式学习器136 - 铁尾
pixelmon:tm137, 招式学习器137 - 龙息
pixelmon:tm138, 招式学习器138 - 掷泥
pixelmon:tm139, 招式学习器139 - 冰冻拳
pixelmon:tm140, 招式学习器140 - 梦话
pixelmon:tm141, 招式学习器141 - 变圆
pixelmon:tm142, 招式学习器142 - 雷电拳
pixelmon:tm143, 招式学习器143 - 看穿
pixelmon:tm144, 招式学习器144 - 钢翼
pixelmon:tm145, 招式学习器145 - 火焰拳
pixelmon:tm146, 招式学习器146 - 连斩
pixelmon:tm147, 招式学习器147 - 恶梦
pixelmon:tm148, 招式学习器148 - 真气拳
pixelmon:tm149, 招式学习器149 - 水之波动
pixelmon:tm150, 招式学习器150 - 种子机关枪
pixelmon:tm151, 招式学习器151 - 电击波
pixelmon:tm152, 招式学习器152 - 秘密之力
pixelmon:tm153, 招式学习器153 - 特性互换
pixelmon:tm154, 招式学习器154 - 抢夺
pixelmon:tm155, 招式学习器155 - 羽栖
pixelmon:tm156, 招式学习器156 - 盐水
pixelmon:tm157, 招式学习器157 - 龙之波动
pixelmon:tm158, 招式学习器158 - 吸取拳
pixelmon:tm159, 招式学习器159 - 银色旋风
pixelmon:tm160, 招式学习器160 - 回收利用
pixelmon:tm161, 招式学习器161 - 雪崩
pixelmon:tm162, 招式学习器162 - 隐形岩
pixelmon:tm163, 招式学习器163 - 诱惑
pixelmon:tm164, 招式学习器164 - 恶之波动
pixelmon:tm165, 招式学习器165 - 自然之恩
pixelmon:tm166, 招式学习器166 - 死缠烂打
pixelmon:tm167, 招式学习器167 - 自然之力
pixelmon:tm168, 招式学习器168 - 增强拳
pixelmon:tm169, 招式学习器169 - 魔法闪耀
pixelmon:tm170, 招式学习器170 - 密语
pixelmon:tm171, 招式学习器171 - 极光幕
pixelmon:tm172, 招式学习器172 - 狂舞挥打
pixelmon:tm173, 招式学习器173 - 修长之角
pixelmon:tm174, 招式学习器174 - 吸血
pixelmon:hm1, 秘传技学习器01 - 居合斩
pixelmon:hm2, 秘传技学习器02 - 飞翔
pixelmon:hm3, 秘传技学习器03 - 冲浪
pixelmon:hm4, 秘传技学习器04 - 怪力
pixelmon:hm5, 秘传技学习器05 - 清除浓雾
pixelmon:hm6, 秘传技学习器06 - 碎岩
pixelmon:hm7, 秘传技学习器07 - 攀瀑
pixelmon:hm8, 秘传技学习器08 - 攀岩
pixelmon:hm9, 秘传技学习器09 - 潮旋
pixelmon:hm10, 秘传技学习器10 - 潜水
pixelmon:pokemail_air, 天空邮件
pixelmon:pokemail_bloom, 绽放邮件
pixelmon:pokemail_brick, 砖块邮件
pixelmon:pokemail_bridged, 桥梁邮件H
pixelmon:pokemail_bridgem, 桥梁邮件W
pixelmon:pokemail_bridges, 桥梁邮件S
pixelmon:pokemail_bridgev, 桥梁邮件V
pixelmon:pokemail_bubble, 泡泡邮件
pixelmon:pokemail_dream, 梦境邮件
pixelmon:pokemail_fab, 奇迹邮件
pixelmon:pokemail_favored, 喜爱邮件
pixelmon:pokemail_flame, 火焰邮件
pixelmon:pokemail_glitter, 闪亮邮件
pixelmon:pokemail_grass, 青草邮件
pixelmon:pokemail_greet, 初始邮件
pixelmon:pokemail_heart, 心灵邮件
pixelmon:pokemail_inquiry, 质问邮件
pixelmon:pokemail_like, 推荐邮件
pixelmon:pokemail_mech, 机械邮件
pixelmon:pokemail_mosaic, 镶嵌邮件
pixelmon:pokemail_orange, 橙色邮件
pixelmon:pokemail_reply, 回复邮件
pixelmon:pokemail_retro, 复古邮件
pixelmon:pokemail_rsvp, 邀请邮件
pixelmon:pokemail_snow, 雪花邮件
pixelmon:pokemail_space, 空间邮件
pixelmon:pokemail_steel, 钢铁邮件
pixelmon:pokemail_thanks, 感谢邮件
pixelmon:pokemail_wave, 波涛邮件
pixelmon:pokemail_wood, 木纹邮件
simplyacceleration:accelerator, Accelerator
simplyacceleration:linking_tool, Linking Tool
snad:snad:0, 子沙
snad:snad:1, 红子沙
storagedrawers:upgrade_template, 升级模板
storagedrawers:upgrade_storage:0, 抽屉容量升级（I）
storagedrawers:upgrade_storage:1, 抽屉容量升级（II）
storagedrawers:upgrade_storage:2, 抽屉容量升级（III）
storagedrawers:upgrade_storage:3, 抽屉容量升级（IV）
storagedrawers:upgrade_storage:4, 抽屉容量升级（V）
storagedrawers:upgrade_one_stack, 存储降级
storagedrawers:upgrade_status:0, 状态显示升级（I）
storagedrawers:upgrade_status:1, 状态显示升级（II）
storagedrawers:upgrade_void, 清空升级
storagedrawers:upgrade_conversion, 转换升级
storagedrawers:upgrade_creative:0, 创造模式容量升级
storagedrawers:upgrade_creative:1, 创造模式取出升级
storagedrawers:upgrade_redstone:0, 红石升级
storagedrawers:upgrade_redstone:1, 红石升级（最大）
storagedrawers:upgrade_redstone:2, 红石升级（最小）
storagedrawers:drawer_key, 抽屉钥匙
storagedrawers:shroud_key, 屏蔽钥匙
storagedrawers:personal_key, 私人钥匙
storagedrawers:quantify_key, 量化钥匙
storagedrawers:tape, 打包带
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:keybutton:0, 抽屉钥匙按钮
storagedrawers:keybutton:1, 屏蔽钥匙按钮
storagedrawers:keybutton:2, 私人钥匙按钮
storagedrawers:keybutton:3, 量化钥匙按钮
storagedrawers:compdrawers, 压缩抽屉
storagedrawers:controller, 抽屉管理器
storagedrawers:controllerslave, 管理器传动方块
storagedrawers:trim:0, 橡木桥接方块
storagedrawers:trim:1, 云杉木桥接方块
storagedrawers:trim:2, 白桦木桥接方块
storagedrawers:trim:3, 丛林木桥接方块
storagedrawers:trim:4, 金合欢木桥接方块
storagedrawers:trim:5, 深色橡木桥接方块
storagedrawers:framingtable, 成型台
storagedrawers:customdrawers:0, 镶框抽屉
storagedrawers:customdrawers:1, 1x2 镶框抽屉
storagedrawers:customdrawers:2, 2x2 镶框抽屉
storagedrawers:customdrawers:3, 1x2 小型镶框抽屉
storagedrawers:customdrawers:4, 2x2 小型镶框抽屉
storagedrawers:customtrim, 镶框
thaumicenergistics:infusion_provider, 源质供应器
thaumicenergistics:essentia_cell_1k, 1k-ME源质存储元件
thaumicenergistics:essentia_cell_4k, 4k-ME源质存储元件
thaumicenergistics:essentia_cell_16k, 16k-ME源质存储元件
thaumicenergistics:essentia_cell_64k, 64k-ME源质存储元件
thaumicenergistics:essentia_cell_creative, ME源质存储外壳
thaumicenergistics:essentia_import, ME源质输入总线
thaumicenergistics:essentia_export, ME源质输出总线
thaumicenergistics:essentia_storage, ME源质存储总线
thaumicenergistics:essentia_terminal, ME源质终端
thaumicenergistics:arcane_terminal, 奥术合成终端
thaumicenergistics:diffusion_core, 扩散核心
thaumicenergistics:coalescence_core, 聚集核心
thaumicenergistics:essentia_component_1k, 1k-ME源质存储组件
thaumicenergistics:essentia_component_4k, 4k-ME源质存储组件
thaumicenergistics:essentia_component_16k, 16k-ME源质存储组件
thaumicenergistics:essentia_component_64k, 64k-ME源质存储组件
thaumicenergistics:upgrade_arcane, 奥术充能升级
thaumicenergistics:dummy_aspect, item.thaumicenergistics.dummy_aspect.name
thaumictinkerer:share_book, 知识共享之书
thaumictinkerer:cleaning_talisman, 防身护身符
thaumictinkerer:black_quartz, 烟黑石英
thaumictinkerer:connector, 矢量变换绑定器
thaumictinkerer:soul_mould, item.thaumictinkerer:soul_mould.name
thaumictinkerer:energetic_nitor, 超能闪耀之光
thaumictinkerer:form_revealer, 多方块结构映射器
thaumictinkerer:funnel, 源质漏斗
thaumictinkerer:dissimulation, 伪装方块
thaumictinkerer:transvector_interface, 矢量变换接口
thaumictinkerer:transvector_dislocator, tile.thaumictinkerer:transvector_dislocator.name
thaumictinkerer:repairer, 奥法修复台
thaumictinkerer:magnet, 奥术磁铁
thaumictinkerer:mob_magnet, 奥术生物磁铁
thaumictinkerer:osmotic_enchanter, 渗透附魔台
thaumictinkerer:black_quartz_block, 烟黑石英块
uppers:upper, 上吸漏斗
wct:wct, 无线合成终端
wct:wct_creative, 创造模式无线合成终端
wct:magnet_card, 磁卡
cuisine:drinkro, Drinkro™
cuisine:mortar:0, 臼
cuisine:mortar:1, 装水的臼
cuisine:boat, 柑橘木船
cuisine:crops:0, 花生
cuisine:crops:1, 芝麻
cuisine:crops:2, 大豆
cuisine:crops:3, 水稻
cuisine:crops:4, 西红柿
cuisine:crops:5, 辣椒
cuisine:crops:6, 大蒜
cuisine:crops:7, 姜
cuisine:crops:8, 花椒
cuisine:crops:9, 葱
cuisine:crops:10, 白萝卜
cuisine:crops:11, 大白菜
cuisine:crops:12, 生菜
cuisine:crops:13, 玉米
cuisine:crops:14, 黄瓜
cuisine:crops:15, 青椒
cuisine:crops:16, 红椒
cuisine:crops:17, 韭菜
cuisine:crops:18, 洋葱
cuisine:crops:19, 茄子
cuisine:crops:20, 菠菜
cuisine:crops:21, 竹笋
cuisine:wok, 锅
cuisine:drink, 饮品
cuisine:manual, 烹饪笔记
cuisine:placed_dish, 盘子
cuisine:spice_bottle:0, 调料瓶
cuisine:fan, 扇子
cuisine:glass_bottle, %s瓶
cuisine:food:0, 豆腐
cuisine:food:1, 面粉
cuisine:food:2, 面团
cuisine:food:3, 米粉
cuisine:food:4, 稻米
cuisine:food:5, 泡菜
cuisine:food:6, 腌黄瓜
cuisine:food:7, 泡椒
cuisine:food:8, 腌萝卜
cuisine:food:9, 橘子
cuisine:food:10, 香橼
cuisine:food:11, 柚子
cuisine:food:12, 甜橙
cuisine:food:13, 柠檬
cuisine:food:14, 西柚
cuisine:food:15, 酸橙
cuisine:kitchen_knife, 菜刀
cuisine:material:0, 木手臂
cuisine:material:1, 木手柄
cuisine:material:2, 盐
cuisine:material:3, 粗盐
cuisine:material:4, 辣椒粉
cuisine:material:5, 花椒粉
cuisine:material:6, 竹炭
cuisine:material:7, 粗制糖
cuisine:door, 柑橘木门
cuisine:frying_pan, item.cuisine.frying_pan.name
cuisine:iron_spatula, 炒菜铲
cuisine:dish, 菜品
cuisine:ingredient, item.cuisine.ingredient.name
cuisine:tofu_block, 豆腐块
researchtable:table, 研究台
cuisine:planks, 柑橘木板
cuisine:trapdoor, 柑橘木活板门
cuisine:wooden_basin, 木盆
cuisine:log, 柑橘木
cuisine:earthen_basin, 陶盆
cuisine:fire_pit:0, 火塘
cuisine:fire_pit:1, 火塘和铁锅
cuisine:fire_pit:2, 烧烤架
cuisine:sheared_leaves:0, 柚树叶
cuisine:sheared_leaves:1, 香橼树叶
cuisine:sheared_leaves:2, 橘子树叶
cuisine:sheared_leaves:3, 西柚树叶
cuisine:sheared_leaves:4, 橙子树叶
cuisine:sheared_leaves:5, 柠檬树叶
cuisine:sheared_leaves:6, 酸橙树叶
cuisine:sheared_leaves:7, 柚树叶
cuisine:sheared_leaves:8, 香橼树叶
cuisine:sheared_leaves:9, 橘子树叶
cuisine:sheared_leaves:10, 西柚树叶
cuisine:sheared_leaves:11, 橙子树叶
cuisine:sheared_leaves:12, 柠檬树叶
cuisine:sheared_leaves:13, 酸橙树叶
cuisine:fence, 柑橘木栅栏
cuisine:fence_gate, 柑橘木栅栏门
cuisine:chopping_board, 砧板
cuisine:jar, 罐子
cuisine:mill, 磨
cuisine:earthen_basin_colored:0, 白色陶盆
cuisine:earthen_basin_colored:1, 橙色陶盆
cuisine:earthen_basin_colored:2, 品红色陶盆
cuisine:earthen_basin_colored:3, 淡蓝色陶盆
cuisine:earthen_basin_colored:4, 黄色陶盆
cuisine:earthen_basin_colored:5, 黄绿色陶盆
cuisine:earthen_basin_colored:6, 粉红色陶盆
cuisine:earthen_basin_colored:7, 灰色陶盆
cuisine:earthen_basin_colored:8, 淡灰色陶盆
cuisine:earthen_basin_colored:9, 青色陶盆
cuisine:earthen_basin_colored:10, 紫色陶盆
cuisine:earthen_basin_colored:11, 蓝色陶盆
cuisine:earthen_basin_colored:12, 棕色陶盆
cuisine:earthen_basin_colored:13, 绿色陶盆
cuisine:earthen_basin_colored:14, 红色陶盆
cuisine:earthen_basin_colored:15, 黑色陶盆
cuisine:sapling:0, 柚树苗
cuisine:sapling:1, 香橼树苗
cuisine:sapling:2, 橘子树苗
cuisine:sapling:3, 西柚树苗
cuisine:sapling:4, 橙子树苗
cuisine:sapling:5, 柠檬树苗
cuisine:sapling:6, 酸橙树苗
cuisine:bamboo, 竹子
academy:ability_interferer, 能力干涉方块
academy:cat_engine, 吐司猫
academy:constraint_metal, 束能金属矿
academy:crystal_ore, 虚能水晶矿
academy:dev_advanced, 高级能力开发机
academy:dev_normal, 基础能力开发机
academy:imag_fusor, 虚能融合机
academy:imag_phase, 虚相位液体
academy:imagsil_ore, 虚像硅矿
academy:machine_frame, 机械框架
academy:matrix, 无线虚能矩阵
academy:metal_former, 金属处理机
academy:node_advanced, 高级无线虚能节点
academy:node_basic, 基础无线虚能节点
academy:node_standard, 改良无线虚能节点
academy:phase_gen, 虚相位能量发生机
academy:reso_ore, 谐振水晶矿
academy:solar_gen, 太阳能能量发生机
academy:windgen_base, 风力能量发生器 - 支架底座
academy:windgen_main, 风力能量发生器 - 主机
academy:windgen_pillar, 风力能量发生器 - 支架
academy:ac_rf_input, 能源桥 (CoFH RF输入)
academy:ac_rf_output, 能源桥 (CoFH RF输出)
academy:app_freq_transmitter, 应用安装器
academy:app_media_player, 应用安装器
academy:app_skill_tree, 应用安装器
academy:brain_component, 脑波分析模块
academy:calc_chip, 计算芯片
academy:coin, 硬币
academy:constraint_ingot, 束能金属锭
academy:constraint_plate, 束能金属板
academy:crystal_low, 低纯度虚能水晶
academy:crystal_normal, 中纯度虚能水晶
academy:crystal_pure, 高纯度虚能水晶
academy:data_chip, 数据芯片
academy:developer_portable, 便携能力开发机
academy:energy_convert_component, 能量转换模块
academy:energy_unit, 能量单元
academy:imag_silicon_ingot, 虚像硅锭
academy:imag_silicon_piece, 硅晶片
academy:induction_factor, 能力诱导因子
academy:info_component, 信息处理模块
academy:logo, item.ac_logo.name
academy:mag_hook, 磁力钩
academy:magnetic_coil, 高压磁增幅线圈
academy:mat_core:0, 基础矩阵核心
